"sep=;"
Start Time;Stop Time;Frame Error Time;ISDN Port Probe;NID_ENGINE;NID_OPERATIONAL;Calling Number;Called Number;Last NID_C;Last NID_BG;M Level;M_MODE;Direction;Frame Error;Frame Error Retransmission Count
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:56:44.435;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;4;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:56:43.925;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;4;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:55:49.782;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;1029;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:55:27.843;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;1027;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:55:08.905;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;1025;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:55:07.953;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;1025;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:55:07.902;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;1025;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:54:52.090;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;24;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:54:51.138;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;24;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:54:51.096;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;24;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:54:50.238;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;24;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:54:49.337;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;24;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:54:45.428;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;1019;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:54:45.394;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;1019;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:54:44.493;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;1019;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:54:08.903;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;1013;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:54:07.934;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;1013;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:54:07.900;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;1013;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:53:53.646;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;1009;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:53:47.303;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;32;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:53:47.269;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;32;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:53:46.241;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;32;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:53:46.164;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;34;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:53:46.113;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;34;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:53:44.991;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;34;Level 2;Full Supervision;Train to track;Lost Frames;2
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:53:44.923;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;34;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:51:51.517;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;54;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:50:53.479;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;62;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:50:52.552;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;62;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:50:47.012;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;539;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:50:12.585;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;70;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:50:07.911;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;531;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:49:57.574;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;72;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:49:56.350;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;72;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:49:51.131;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;72;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:48:15.363;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;509;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:48:14.428;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;509;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:47:52.752;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;516;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:46:08.934;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;65;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:46:07.931;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;65;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:46:07.905;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;65;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:45:46.409;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;59;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:45:33.250;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;542;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:45:09.000;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;53;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:45:07.955;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;53;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:45:07.904;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;53;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:44:53.843;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;550;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:44:52.832;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;550;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:44:51.115;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;550;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:44:25.318;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;556;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:44:24.332;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;556;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:43:13.605;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;33;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:43:06.065;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;31;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:42:38.277;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;1010;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:42:37.368;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;1010;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:42:32.242;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;1012;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:42:31.196;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;1012;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:42:31.145;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;1012;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:40:09.001;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;5;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:40:07.956;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;5;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:40:07.905;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;5;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:39:52.884;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;1038;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:39:51.804;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;1038;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:39:51.150;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;1038;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:38:52.024;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;1044;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:38:51.114;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;1046;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:38:10.197;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;2537;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:37:48.053;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;1052;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:37:47.807;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;811;1052;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:36:29.433;2026-05-13 16:00:43.223;2026-05-13 15:36:53.578;E1 probe 18765 - patch panel 1 - port 1;13044;;00212799991038;799990099;811;2527;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:35:09.041;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;2509;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:35:07.995;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;2509;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:35:07.944;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;2509;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:34:51.185;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;810;6625;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:33:34.966;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;810;6599;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:33:03.866;2026-05-13 16:24:10.635;2026-05-13 15:33:31.753;E1 probe 18765 - patch panel 1 - port 1;13035;1033;00212799991035;799990099;810;6599;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:30:47.912;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;2033;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:30:37.874;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;2031;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:30:01.197;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;2025;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:30:01.163;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;2025;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:29:10.018;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;2015;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:28:18.610;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;2007;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:26:27.243;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1557;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:25:29.018;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1549;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:25:27.972;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1549;Level 2;Full Supervision;Train to track;Lost Frames;1
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:25:27.921;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1549;Level 2;Full Supervision;Train to track;Wrong CRC Frames;1
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:24:15.706;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1543;Level 2;Full Supervision;Track to train;Retransmitted Frames;4
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:24:14.210;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1543;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:24:14.176;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1543;Level 2;Full Supervision;Track to train;Retransmitted Frames;1
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:23:09.023;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1539;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:23:07.969;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1539;Level 2;On Sight;Train to track;Lost Frames;1
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:23:07.918;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1539;Level 2;On Sight;Train to track;Wrong CRC Frames;1
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:18:50.020;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1537;Level 2;On Sight;Track to train;Retransmitted Frames;2
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:16:09.489;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1535;Level 2;On Sight;Track to train;Retransmitted Frames;2
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:13:29.816;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1531;Level 2;On Sight;Track to train;Retransmitted Frames;2
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:12:08.548;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1529;Level 2;On Sight;Track to train;Retransmitted Frames;4
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:12:07.035;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1529;Level 2;On Sight;Track to train;Retransmitted Frames;1
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:12:07.009;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1529;Level 2;On Sight;Track to train;Retransmitted Frames;1
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:08:57.196;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1513;Level 2;Full Supervision;Track to train;Retransmitted Frames;2
2026-05-13 15:01:52.959;2026-05-13 15:36:05.274;2026-05-13 15:06:09.210;E1 probe 18765 - patch panel 1 - port 2;13044;2037;00212799991039;799990099;811;1905;Level 2;Full Supervision;Train to track;Retransmitted Frames;1
